id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Loan Status Predicted
81589,30,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.14,0.08,N,7,0
81590,23,120000,MORTGAGE,7.0,EDUCATION,A,8000,9.63,0.07,N,2,0
81591,29,75000,MORTGAGE,13.0,EDUCATION,A,10000,7.51,0.13,N,5,0
81592,21,24500,RENT,5.0,DEBTCONSOLIDATION,B,4500,10.25,0.18,N,3,0
81593,25,65000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,12.42,0.23,N,4,0
81594,29,60000,RENT,2.0,VENTURE,B,13200,12.42,0.22,N,8,0
81595,27,59000,RENT,2.0,HOMEIMPROVEMENT,D,20000,14.84,0.34,N,8,1
81596,29,70000,RENT,1.0,MEDICAL,A,7000,8.94,0.1,N,10,0
81597,23,105000,MORTGAGE,7.0,PERSONAL,B,12000,11.49,0.11,N,4,0
81598,26,30000,RENT,0.0,MEDICAL,D,3000,14.84,0.1,Y,3,1
81599,23,50400,RENT,7.0,EDUCATION,A,7000,9.32,0.14,N,2,0
81600,23,42000,RENT,8.0,DEBTCONSOLIDATION,B,4800,8.88,0.11,N,2,0
81601,27,72000,MORTGAGE,6.0,EDUCATION,A,10000,8.9,0.14,N,10,0
81602,23,36000,RENT,4.0,VENTURE,A,6075,5.79,0.17,N,2,0
81603,22,28000,RENT,4.0,DEBTCONSOLIDATION,A,4000,8.59,0.14,N,4,0
81604,34,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,15000,15.96,0.21,N,7,0
81605,24,47100,MORTGAGE,8.0,MEDICAL,C,3800,12.98,0.07,Y,4,0
81606,29,39000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,4000,14.96,0.1,N,8,1
81607,27,45000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,11100,10.99,0.25,N,6,0
81608,27,75000,RENT,3.0,VENTURE,C,12000,15.27,0.16,Y,8,0
81609,38,160000,RENT,5.0,VENTURE,B,24000,9.91,0.14,N,17,0
81610,23,210000,OWN,5.0,EDUCATION,C,7200,11.34,0.04,Y,3,0
81611,23,46000,RENT,1.0,EDUCATION,B,6000,10.71,0.13,N,4,0
81612,22,30000,RENT,6.0,EDUCATION,B,2000,10.74,0.07,N,3,0
81613,22,35000,RENT,6.0,EDUCATION,B,7500,10.39,0.21,N,4,0
81614,23,38000,RENT,0.0,MEDICAL,B,5000,11.71,0.13,N,2,0
81615,25,90000,MORTGAGE,9.0,MEDICAL,A,20000,6.54,0.22,N,2,0
81616,31,100000,MORTGAGE,1.0,EDUCATION,A,10000,6.54,0.1,N,9,0
81617,27,48000,RENT,1.0,PERSONAL,C,9000,12.84,0.19,N,5,0
81618,24,108000,RENT,8.0,PERSONAL,D,24000,14.91,0.22,N,4,0
81619,25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.42,0.1,N,4,0
81620,24,88000,RENT,5.0,HOMEIMPROVEMENT,A,15000,6.62,0.17,N,2,0
81621,25,55000,MORTGAGE,6.0,VENTURE,A,6000,6.17,0.11,N,3,0
81622,23,62000,MORTGAGE,7.0,EDUCATION,A,10000,5.42,0.16,N,3,0
81623,28,38400,RENT,4.0,EDUCATION,B,5000,11.99,0.13,N,9,0
81624,29,125000,MORTGAGE,3.0,VENTURE,A,10800,6.91,0.09,N,5,0
81625,40,90000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,3000,14.27,0.03,Y,16,0
81626,22,55000,MORTGAGE,6.0,EDUCATION,B,10000,10.0,0.18,N,4,0
81627,28,150000,OWN,12.0,VENTURE,A,12000,7.29,0.08,N,10,0
81628,32,48000,RENT,4.0,PERSONAL,C,5000,13.99,0.1,Y,7,0
81629,35,85000,RENT,3.0,HOMEIMPROVEMENT,A,7200,8.9,0.09,N,8,0
81630,27,124100,MORTGAGE,5.0,PERSONAL,B,14000,9.99,0.1,N,6,0
81631,26,50000,RENT,10.0,VENTURE,B,15000,10.39,0.3,N,2,0
81632,24,39500,RENT,2.0,PERSONAL,B,8500,10.36,0.22,N,4,0
81633,24,60000,RENT,4.0,PERSONAL,C,5000,13.99,0.08,Y,2,0
81634,24,33000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6000,10.99,0.18,N,4,0
81635,26,40000,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.9,0.25,N,2,0
81636,23,65000,MORTGAGE,7.0,VENTURE,A,6000,8.59,0.09,N,2,0
81637,33,70000,MORTGAGE,3.0,VENTURE,A,15000,7.49,0.21,N,8,0
81638,27,54000,MORTGAGE,3.0,EDUCATION,A,3200,7.49,0.06,N,6,0
81639,27,63300,MORTGAGE,3.0,EDUCATION,D,24000,14.91,0.38,Y,8,0
81640,28,100000,MORTGAGE,12.0,PERSONAL,B,20000,10.74,0.2,N,8,0
81641,29,75000,RENT,3.0,HOMEIMPROVEMENT,C,10000,14.27,0.13,N,10,0
81642,27,69000,RENT,4.0,DEBTCONSOLIDATION,D,14000,14.11,0.2,Y,10,1
81643,29,56000,RENT,9.0,DEBTCONSOLIDATION,D,15000,14.59,0.27,Y,6,1
81644,21,33000,RENT,3.0,MEDICAL,A,3200,5.42,0.1,N,3,0
81645,23,75000,OWN,3.0,VENTURE,B,6000,10.95,0.08,N,3,0
81646,24,60000,MORTGAGE,2.0,EDUCATION,A,3000,7.88,0.05,N,2,0
81647,41,115000,OWN,17.0,VENTURE,A,5000,7.43,0.04,N,17,0
81648,25,38000,RENT,6.0,MEDICAL,A,5000,5.42,0.13,N,4,0
81649,26,156000,MORTGAGE,10.0,MEDICAL,A,15000,6.54,0.1,N,3,0
81650,36,33189,OWN,4.0,VENTURE,B,3000,11.12,0.09,N,11,0
81651,26,31200,RENT,3.0,PERSONAL,B,5000,10.99,0.16,N,2,0
81652,22,50000,RENT,6.0,PERSONAL,A,7000,7.66,0.14,N,2,0
81653,23,50000,MORTGAGE,6.0,EDUCATION,C,9000,13.49,0.18,Y,2,0
81654,21,60000,MORTGAGE,5.0,MEDICAL,B,15000,11.83,0.25,N,2,0
81655,24,75000,RENT,8.0,PERSONAL,A,12000,7.88,0.16,N,2,0
81656,32,35000,RENT,2.0,PERSONAL,A,5000,9.63,0.14,N,7,0
81657,21,84000,RENT,5.0,VENTURE,B,18000,10.99,0.21,N,4,0
81658,25,130000,MORTGAGE,1.0,PERSONAL,C,25000,15.27,0.19,N,2,0
81659,34,85000,RENT,5.0,MEDICAL,B,15000,11.83,0.18,N,10,0
81660,30,30000,RENT,3.0,MEDICAL,C,7500,11.78,0.25,Y,6,0
81661,30,68400,RENT,3.0,MEDICAL,C,10000,14.72,0.15,N,7,0
81662,28,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,20000,6.91,0.24,N,9,0
81663,21,75000,MORTGAGE,5.0,EDUCATION,A,9000,7.51,0.12,N,3,0
81664,28,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,13000,11.36,0.26,N,6,0
81665,31,36000,RENT,7.0,VENTURE,D,3000,14.96,0.08,Y,6,0
81666,28,85000,RENT,0.0,DEBTCONSOLIDATION,A,7200,9.63,0.08,N,5,0
81667,49,150000,MORTGAGE,5.0,VENTURE,A,15000,7.88,0.1,N,13,0
81668,25,50000,MORTGAGE,5.0,VENTURE,A,9000,6.03,0.18,N,2,0
81669,32,100000,MORTGAGE,3.0,VENTURE,A,15000,7.88,0.15,N,5,0
81670,41,24000,RENT,3.0,VENTURE,D,1500,16.49,0.06,N,17,1
81671,22,49000,OTHER,5.0,VENTURE,C,5200,12.99,0.1,Y,2,0
81672,23,35000,RENT,1.0,DEBTCONSOLIDATION,A,14000,8.94,0.4,N,2,1
81673,25,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,13000,7.88,0.3,N,2,0
81674,40,65000,RENT,7.0,DEBTCONSOLIDATION,B,5400,9.62,0.08,N,12,0
81675,23,31000,RENT,0.0,PERSONAL,C,10000,13.92,0.32,Y,4,1
81676,32,50000,MORTGAGE,4.0,VENTURE,A,7000,6.62,0.14,N,5,0
81677,23,68000,MORTGAGE,3.0,VENTURE,B,10000,10.25,0.15,N,2,0
81678,24,60000,RENT,0.0,HOMEIMPROVEMENT,C,8000,14.27,0.13,Y,2,0
81679,24,48000,RENT,3.0,DEBTCONSOLIDATION,A,3500,7.29,0.07,N,2,0
81680,47,38400,RENT,6.0,MEDICAL,C,10000,13.99,0.26,N,16,0
81681,25,45000,RENT,9.0,MEDICAL,B,5000,11.83,0.11,N,4,0
81682,27,97700,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.49,0.06,N,5,0
81683,48,18000,RENT,1.0,MEDICAL,B,3250,11.49,0.19,N,17,1
81684,22,55000,RENT,5.0,EDUCATION,A,8000,6.03,0.15,N,4,0
81685,23,52000,MORTGAGE,4.0,DEBTCONSOLIDATION,F,11500,15.76,0.23,Y,4,1
81686,23,56000,MORTGAGE,7.0,MEDICAL,A,5000,6.03,0.09,N,4,0
81687,24,62000,RENT,2.0,VENTURE,C,4000,13.49,0.06,Y,2,0
81688,25,24000,RENT,1.0,MEDICAL,D,2000,15.05,0.08,Y,2,1
81689,28,100000,MORTGAGE,12.0,MEDICAL,A,10000,7.51,0.1,N,8,0
81690,23,26004,RENT,8.0,EDUCATION,A,7125,6.99,0.27,N,2,0
81691,23,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,20000,6.54,0.22,N,3,0
81692,31,103000,RENT,9.0,PERSONAL,D,8000,15.33,0.08,Y,5,0
81693,24,32000,RENT,3.0,PERSONAL,A,12000,7.29,0.38,N,3,1
81694,28,75000,MORTGAGE,12.0,EDUCATION,B,16750,10.99,0.22,N,6,0
81695,23,50000,RENT,3.0,EDUCATION,B,4000,10.75,0.08,N,2,0
81696,28,75000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,10000,6.03,0.13,N,5,0
81697,34,36000,RENT,0.0,HOMEIMPROVEMENT,C,4800,10.78,0.13,N,6,1
81698,24,70000,RENT,8.0,VENTURE,E,16000,16.7,0.23,Y,4,0
81699,25,100000,MORTGAGE,8.0,MEDICAL,A,15000,7.9,0.15,N,4,0
81700,22,48000,RENT,6.0,PERSONAL,B,5000,10.99,0.1,N,2,0
81701,32,33000,RENT,2.0,MEDICAL,B,10000,10.65,0.3,N,10,0
81702,21,26000,RENT,5.0,DEBTCONSOLIDATION,A,5000,6.76,0.19,N,2,0
81703,26,36400,RENT,3.0,EDUCATION,B,7000,11.11,0.19,N,2,0
81704,29,50500,RENT,0.0,HOMEIMPROVEMENT,A,1000,8.94,0.02,N,6,0
81705,27,30000,RENT,0.0,EDUCATION,B,10000,11.11,0.33,N,9,1
81706,34,90000,MORTGAGE,2.0,VENTURE,A,14000,6.62,0.16,N,7,0
81707,23,75000,RENT,0.0,VENTURE,A,7000,7.49,0.09,N,4,0
81708,23,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6000,10.74,0.07,N,3,0
81709,48,62000,RENT,4.0,EDUCATION,A,8400,8.9,0.14,N,16,0
81710,25,45630,MORTGAGE,6.0,EDUCATION,E,10000,18.64,0.2,N,2,0
81711,30,60000,RENT,0.0,EDUCATION,C,5000,13.16,0.08,Y,6,0
81712,26,50000,RENT,4.0,HOMEIMPROVEMENT,D,5000,14.54,0.1,N,2,0
81713,36,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0.07,N,16,0
81714,29,70000,MORTGAGE,4.0,PERSONAL,A,4000,6.76,0.06,N,6,0
81715,28,34000,RENT,4.0,PERSONAL,B,3000,9.91,0.09,N,8,0
81716,40,59484,MORTGAGE,13.0,VENTURE,A,5500,7.14,0.09,N,16,0
81717,27,120000,MORTGAGE,7.0,PERSONAL,B,12000,11.99,0.1,N,6,0
81718,22,60000,OWN,6.0,EDUCATION,A,12000,7.29,0.2,N,3,0
81719,22,30000,RENT,2.0,DEBTCONSOLIDATION,D,7000,14.96,0.23,Y,3,1
81720,29,145000,MORTGAGE,0.0,MEDICAL,B,6000,11.49,0.04,N,10,0
81721,29,87000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,15000,11.49,0.17,N,6,0
81722,46,55000,RENT,1.0,EDUCATION,E,4000,19.03,0.07,N,16,1
81723,34,53549,MORTGAGE,12.0,DEBTCONSOLIDATION,B,2000,11.49,0.04,N,6,0
81724,30,30000,RENT,3.0,MEDICAL,C,3000,13.85,0.1,Y,9,0
81725,24,55000,RENT,5.0,EDUCATION,B,6600,11.99,0.12,N,3,0
81726,26,109800,MORTGAGE,0.0,MEDICAL,B,15000,10.99,0.14,N,2,0
81727,24,28800,RENT,6.0,PERSONAL,B,6500,10.65,0.23,N,3,0
81728,24,92500,RENT,3.0,DEBTCONSOLIDATION,B,15000,10.37,0.16,N,4,0
81729,30,24000,RENT,0.0,PERSONAL,A,5000,5.42,0.21,N,9,0
81730,36,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,15600,15.33,0.13,Y,12,0
81731,28,60000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.89,0.1,N,6,0
81732,25,50000,RENT,6.0,EDUCATION,C,11800,13.48,0.26,Y,4,0
81733,22,42000,RENT,6.0,EDUCATION,A,4800,7.88,0.11,N,2,0
81734,23,28800,OWN,1.0,VENTURE,B,7500,10.33,0.26,N,2,0
81735,22,30000,RENT,2.0,MEDICAL,B,5000,12.18,0.17,N,4,0
81736,25,52704,RENT,6.0,DEBTCONSOLIDATION,B,11000,8.88,0.21,N,2,0
81737,32,68000,RENT,9.0,DEBTCONSOLIDATION,A,16500,7.88,0.24,N,8,0
81738,34,93000,MORTGAGE,7.0,MEDICAL,B,25000,10.36,0.27,N,7,0
81739,24,28000,RENT,2.0,MEDICAL,C,5000,13.72,0.18,N,2,0
81740,29,100000,MORTGAGE,5.0,MEDICAL,A,8700,7.49,0.09,N,6,0
81741,24,39600,MORTGAGE,7.0,MEDICAL,C,4000,13.92,0.1,Y,3,0
81742,28,50000,RENT,1.0,HOMEIMPROVEMENT,D,25000,14.83,0.5,Y,8,1
81743,21,30000,RENT,5.0,VENTURE,D,10000,16.77,0.33,N,3,1
81744,31,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,16000,7.9,0.21,N,6,0
81745,23,50000,RENT,1.0,EDUCATION,B,7500,10.39,0.15,N,3,0
81746,39,34000,RENT,0.0,HOMEIMPROVEMENT,D,3550,15.62,0.1,Y,16,1
81747,22,54996,MORTGAGE,6.0,EDUCATION,B,10000,11.26,0.18,N,4,0
81748,23,40000,RENT,1.0,MEDICAL,B,4800,10.99,0.12,N,4,0
81749,28,72000,OWN,3.0,VENTURE,C,10000,13.49,0.14,Y,8,0
81750,28,59000,MORTGAGE,9.0,MEDICAL,D,4800,14.74,0.08,N,6,1
81751,22,47004,RENT,3.0,VENTURE,B,14500,11.11,0.31,N,3,1
81752,24,31000,RENT,8.0,HOMEIMPROVEMENT,B,10000,11.71,0.32,N,2,1
81753,26,50000,OWN,1.0,VENTURE,C,9000,11.34,0.18,Y,2,0
81754,23,46000,OWN,5.0,PERSONAL,A,5000,7.51,0.11,N,3,0
81755,30,40000,RENT,0.0,VENTURE,A,6000,6.92,0.15,N,6,0
81756,24,55000,RENT,0.0,HOMEIMPROVEMENT,A,10000,8.94,0.18,N,3,0
81757,25,85000,MORTGAGE,9.0,PERSONAL,C,5000,13.98,0.06,Y,4,0
81758,37,48000,RENT,0.0,EDUCATION,B,6000,10.0,0.13,N,15,0
81759,25,720000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15000,13.98,0.21,Y,2,0
81760,23,70000,MORTGAGE,3.0,VENTURE,A,15000,7.29,0.21,N,3,0
81761,21,21600,OWN,3.0,EDUCATION,B,5000,11.12,0.23,N,4,0
81762,22,30000,OWN,6.0,VENTURE,C,4000,13.98,0.13,Y,4,0
81763,37,53500,MORTGAGE,8.0,EDUCATION,B,6000,9.88,0.11,N,11,0
81764,23,50000,RENT,2.0,EDUCATION,A,14000,6.54,0.28,N,3,0
81765,26,60000,MORTGAGE,10.0,PERSONAL,B,1200,10.59,0.02,N,4,0
81766,31,62500,MORTGAGE,4.0,EDUCATION,A,15000,7.49,0.24,N,8,0
81767,32,55000,RENT,4.0,EDUCATION,B,9600,9.91,0.17,N,6,0
81768,24,48000,RENT,8.0,HOMEIMPROVEMENT,C,2800,13.92,0.06,Y,4,0
81769,23,65000,MORTGAGE,0.0,VENTURE,A,6000,6.03,0.09,N,2,0
81770,22,110000,OWN,0.0,VENTURE,A,18000,8.9,0.16,N,4,0
81771,23,48000,MORTGAGE,7.0,EDUCATION,A,4500,6.62,0.09,N,3,0
81772,23,38400,RENT,5.0,EDUCATION,A,10000,7.29,0.26,N,4,0
81773,28,60000,RENT,5.0,HOMEIMPROVEMENT,B,4800,12.12,0.08,N,8,0
81774,54,50400,MORTGAGE,3.0,PERSONAL,A,12000,6.62,0.24,N,20,0
81775,22,59000,MORTGAGE,2.0,EDUCATION,B,17000,10.74,0.28,N,2,0
81776,23,48000,MORTGAGE,1.0,MEDICAL,B,17000,10.59,0.36,N,4,0
81777,30,36000,RENT,1.0,EDUCATION,A,3000,7.37,0.08,N,8,0
81778,26,75000,MORTGAGE,10.0,PERSONAL,A,5000,7.68,0.07,N,3,0
81779,36,64260,RENT,15.0,PERSONAL,C,6000,12.73,0.1,Y,15,0
81780,22,62000,MORTGAGE,3.0,PERSONAL,A,12000,7.9,0.19,N,4,0
81781,26,75670,MORTGAGE,2.0,VENTURE,B,10000,11.11,0.13,N,3,0
81782,28,63000,RENT,2.0,HOMEIMPROVEMENT,B,10000,10.38,0.16,N,9,0
81783,28,42000,RENT,0.0,PERSONAL,A,8000,6.62,0.19,N,6,0
81784,24,60000,RENT,8.0,PERSONAL,A,5000,7.14,0.08,N,4,0
81785,36,55000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000,13.49,0.22,N,11,0
81786,23,31200,RENT,0.0,DEBTCONSOLIDATION,B,3600,10.99,0.12,N,4,0
81787,23,84000,MORTGAGE,7.0,PERSONAL,A,10000,7.51,0.12,N,2,0
81788,28,60000,MORTGAGE,7.0,MEDICAL,D,16800,15.62,0.27,Y,9,1
81789,30,65458,RENT,7.0,MEDICAL,B,8500,11.58,0.14,N,8,0
81790,22,50000,MORTGAGE,6.0,EDUCATION,B,8500,11.49,0.17,N,4,0
81791,32,50000,RENT,1.0,EDUCATION,C,10000,13.49,0.2,Y,6,0
81792,23,42000,RENT,2.0,EDUCATION,C,6000,13.99,0.14,Y,2,0
81793,26,36000,RENT,3.0,MEDICAL,A,9600,5.42,0.27,N,2,0
81794,27,72000,MORTGAGE,6.0,MEDICAL,B,16000,10.99,0.22,N,8,0
81795,25,50000,MORTGAGE,5.0,MEDICAL,B,7000,12.69,0.14,N,4,0
81796,22,40000,RENT,3.0,VENTURE,B,2000,11.71,0.05,N,3,0
81797,23,95827,MORTGAGE,8.0,EDUCATION,B,20000,11.58,0.21,N,2,0
81798,24,50000,RENT,4.0,MEDICAL,B,9500,12.53,0.19,N,4,0
81799,22,60000,RENT,1.0,PERSONAL,B,8000,10.65,0.13,N,3,0
81800,29,42000,MORTGAGE,7.0,VENTURE,A,2500,5.42,0.06,N,7,0
81801,27,60000,MORTGAGE,5.0,EDUCATION,A,2400,7.29,0.04,N,5,0
81802,23,110000,MORTGAGE,1.0,VENTURE,B,15000,11.14,0.14,N,2,0
81803,23,62000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8000,11.49,0.13,N,3,0
81804,31,38000,RENT,4.0,PERSONAL,B,6000,10.37,0.16,N,10,0
81805,23,46000,RENT,3.0,PERSONAL,D,10000,15.99,0.22,N,2,0
81806,28,120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,6000,6.76,0.05,N,8,0
81807,22,53000,MORTGAGE,6.0,PERSONAL,A,9600,7.51,0.18,N,2,0
81808,28,88900,RENT,6.0,DEBTCONSOLIDATION,B,17000,10.75,0.18,N,7,0
81809,28,50000,OWN,1.0,PERSONAL,A,5000,9.63,0.1,N,5,0
81810,27,60000,RENT,2.0,PERSONAL,C,6000,12.23,0.1,N,6,0
81811,28,44000,RENT,9.0,EDUCATION,C,18500,13.16,0.45,N,5,1
81812,34,43000,RENT,2.0,PERSONAL,B,15200,11.48,0.35,N,5,1
81813,25,48000,RENT,9.0,DEBTCONSOLIDATION,C,7000,12.68,0.15,Y,4,0
81814,30,84996,MORTGAGE,14.0,DEBTCONSOLIDATION,C,8000,12.21,0.09,N,5,0
81815,41,26400,RENT,3.0,MEDICAL,A,2500,6.54,0.09,N,12,0
81816,35,78996,RENT,2.0,HOMEIMPROVEMENT,C,25000,12.23,0.32,N,7,1
81817,30,30000,RENT,0.0,EDUCATION,B,3000,9.99,0.1,N,6,0
81818,37,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,9.91,0.08,N,16,0
81819,25,91080,MORTGAGE,9.0,VENTURE,D,15600,15.7,0.17,N,4,0
81820,24,65000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,15000,13.57,0.23,Y,3,0
81821,32,67000,MORTGAGE,16.0,MEDICAL,A,4000,5.42,0.06,N,8,0
81822,27,44000,RENT,2.0,EDUCATION,D,9500,16.77,0.22,N,5,1
81823,24,72000,RENT,2.0,PERSONAL,B,15000,11.86,0.21,N,4,0
81824,26,46325,RENT,5.0,PERSONAL,B,3600,12.69,0.07,N,4,0
81825,24,70000,MORTGAGE,8.0,EDUCATION,B,20000,11.14,0.29,N,4,0
81826,46,25000,RENT,5.0,PERSONAL,C,10000,12.72,0.4,N,17,1
81827,28,61000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,15000,6.99,0.25,N,8,0
81828,22,62050,MORTGAGE,7.0,MEDICAL,D,7500,15.05,0.1,N,3,1
81829,22,100000,RENT,1.0,MEDICAL,C,10000,15.96,0.1,N,2,0
81830,21,60000,RENT,3.0,DEBTCONSOLIDATION,C,11000,14.79,0.18,Y,3,0
81831,25,47000,MORTGAGE,0.0,PERSONAL,A,6000,7.14,0.13,N,4,0
81832,26,45000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.0,0.13,N,4,0
81833,28,120000,OWN,1.0,MEDICAL,C,8000,11.54,0.07,N,5,0
81834,26,103000,MORTGAGE,3.0,EDUCATION,C,17000,12.87,0.16,Y,3,0
81835,30,72000,MORTGAGE,5.0,PERSONAL,A,3200,6.39,0.04,N,7,0
81836,35,49000,RENT,13.0,PERSONAL,B,21000,11.49,0.4,N,7,1
81837,34,78000,MORTGAGE,6.0,VENTURE,A,4500,6.76,0.06,N,7,0
81838,33,122500,RENT,6.0,DEBTCONSOLIDATION,A,7200,6.62,0.06,N,7,0
81839,27,130000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,11200,5.99,0.08,N,8,0
81840,25,52800,MORTGAGE,1.0,MEDICAL,D,16000,14.96,0.3,N,4,1
81841,27,24000,RENT,2.0,MEDICAL,B,5000,12.69,0.21,N,5,0
81842,33,34000,MORTGAGE,9.0,MEDICAL,D,4000,15.21,0.12,Y,7,1
81843,25,140000,MORTGAGE,1.0,PERSONAL,B,8000,10.25,0.06,N,3,0
81844,26,27456,RENT,0.0,PERSONAL,B,9250,11.48,0.34,N,4,1
81845,29,90000,MORTGAGE,13.0,MEDICAL,B,24000,10.62,0.27,N,8,0
81846,32,65000,RENT,4.0,DEBTCONSOLIDATION,C,14000,13.49,0.22,N,7,0
81847,27,33000,RENT,2.0,VENTURE,C,7000,14.65,0.21,N,7,0
81848,23,40000,RENT,1.0,DEBTCONSOLIDATION,B,15000,11.71,0.38,N,4,1
81849,34,117600,MORTGAGE,12.0,VENTURE,B,13500,11.12,0.11,N,5,0
81850,22,35004,OWN,3.0,VENTURE,C,3600,14.72,0.1,N,3,0
81851,25,60000,MORTGAGE,9.0,VENTURE,A,10000,7.88,0.17,N,2,0
81852,21,70000,MORTGAGE,5.0,VENTURE,B,4000,10.75,0.06,N,3,0
81853,30,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,8.94,0.17,N,9,0
81854,22,69000,RENT,1.0,HOMEIMPROVEMENT,A,16000,7.9,0.24,N,2,1
81855,23,42000,RENT,0.0,DEBTCONSOLIDATION,C,6500,11.97,0.15,N,4,0
81856,24,75000,RENT,0.0,HOMEIMPROVEMENT,B,3200,9.62,0.04,N,2,0
81857,23,100000,MORTGAGE,7.0,MEDICAL,A,15000,6.99,0.15,N,2,0
81858,24,125000,MORTGAGE,8.0,PERSONAL,A,14400,6.62,0.12,N,2,0
81859,25,29000,RENT,0.0,EDUCATION,C,13225,13.22,0.05,Y,4,1
81860,43,42000,RENT,0.0,EDUCATION,D,7500,13.24,0.18,N,17,1
81861,27,72000,RENT,6.0,EDUCATION,C,12000,12.99,0.17,Y,7,0
81862,31,100000,MORTGAGE,3.0,VENTURE,A,5000,7.88,0.05,N,5,0
81863,30,74400,MORTGAGE,2.0,EDUCATION,D,7500,15.05,0.1,N,8,0
81864,22,42000,RENT,1.0,VENTURE,C,7000,12.99,0.17,N,2,0
81865,28,70000,RENT,3.0,PERSONAL,A,15000,7.51,0.21,N,7,0
81866,38,100000,OWN,10.0,MEDICAL,B,24000,11.83,0.24,N,11,0
81867,32,70000,MORTGAGE,16.0,PERSONAL,A,5000,6.99,0.07,N,6,0
81868,24,53000,RENT,1.0,MEDICAL,B,3000,11.36,0.06,N,3,0
81869,30,50000,RENT,3.0,MEDICAL,D,3000,14.59,0.06,N,8,0
81870,23,175000,MORTGAGE,0.0,EDUCATION,D,25000,16.77,0.14,N,3,0
81871,38,96000,RENT,0.0,HOMEIMPROVEMENT,C,9600,13.99,0.1,N,13,0
81872,23,103089,MORTGAGE,8.0,VENTURE,A,6000,7.49,0.05,N,3,0
81873,31,55000,MORTGAGE,0.0,VENTURE,A,13000,6.99,0.24,N,8,0
81874,22,64000,RENT,2.0,DEBTCONSOLIDATION,D,5000,15.65,0.08,Y,3,1
81875,25,65000,RENT,0.0,PERSONAL,A,8400,8.0,0.13,N,4,0
81876,26,32535,RENT,3.0,MEDICAL,C,4000,13.92,0.11,N,2,0
81877,34,30000,RENT,2.0,EDUCATION,A,6000,6.03,0.2,N,7,0
81878,24,100000,RENT,5.0,HOMEIMPROVEMENT,A,8000,8.49,0.08,N,3,0
81879,21,36000,RENT,6.0,VENTURE,C,12000,13.49,0.33,Y,3,1
81880,24,116000,RENT,0.0,HOMEIMPROVEMENT,D,25000,15.99,0.22,Y,4,1
81881,21,47000,RENT,5.0,DEBTCONSOLIDATION,B,15000,10.99,0.32,N,2,1
81882,22,60000,RENT,6.0,MEDICAL,B,4000,11.11,0.07,N,3,0
81883,25,51000,RENT,3.0,DEBTCONSOLIDATION,F,2000,22.06,0.04,Y,4,1
81884,21,30000,RENT,0.0,PERSONAL,D,4200,15.28,0.14,N,3,1
81885,23,56000,MORTGAGE,7.0,EDUCATION,A,10000,7.29,0.18,N,4,0
81886,30,65000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,10000,7.51,0.15,N,6,0
81887,58,85000,RENT,5.0,PERSONAL,A,14400,5.99,0.17,N,29,0
81888,34,45996,MORTGAGE,2.0,VENTURE,A,10000,7.51,0.22,N,9,0
81889,23,90000,RENT,7.0,EDUCATION,B,20000,11.48,0.22,N,2,0
81890,21,87547,MORTGAGE,2.0,EDUCATION,A,15000,5.99,0.17,N,4,0
81891,24,38000,MORTGAGE,6.0,EDUCATION,A,4500,5.42,0.11,N,2,0
81892,25,125000,MORTGAGE,9.0,PERSONAL,A,24000,7.49,0.19,N,3,0
81893,22,80000,RENT,3.0,EDUCATION,C,18000,13.61,0.23,Y,3,0
